バージョン,タイトル,ジャンル,アーティスト,プレー回数,BEGINNER 難易度,BEGINNER スコア,BEGINNER PGreat,BEGINNER Great,BEGINNER ミスカウント,BEGINNER クリアタイプ,BEGINNER DJ LEVEL,NORMAL 難易度,NORMAL スコア,NORMAL PGreat,NORMAL Great,NORMAL ミスカウント,NORMAL クリアタイプ,NORMAL DJ LEVEL,HYPER 難易度,HYPER スコア,HYPER PGreat,HYPER Great,HYPER ミスカウント,HYPER クリアタイプ,HYPER DJ LEVEL,ANOTHER 難易度,ANOTHER スコア,ANOTHER PGreat,ANOTHER Great,ANOTHER ミスカウント,ANOTHER クリアタイプ,ANOTHER DJ LEVEL,LEGGENDARIA 難易度,LEGGENDARIA スコア,LEGGENDARIA PGreat,LEGGENDARIA Great,LEGGENDARIA ミスカウント,LEGGENDARIA クリアタイプ,LEGGENDARIA DJ LEVEL,最終プレー日時
DistorteD,with you…,FUNK'N JAZZ HOUSE,Sota Fujimori,2,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,1442,619,204,2,CLEAR,AA,0,0,0,0,---,NO PLAY,---,2024-07-11 19:18
DistorteD,Zenius -I- vanisher,CYBER OPUS,Tatsh,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
DistorteD,カゴノトリ～弐式～,和式電子音楽,橙色特別室,1,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,1237,467,303,34,CLEAR,B,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-06-27 20:54
DistorteD,罠,DRUM'N'ROCK,good-cool,1,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,NO PLAY,---,8,1304,590,124,27,CLEAR,AA,10,0,0,0,---,FAILED,---,0,0,0,0,---,NO PLAY,---,2024-07-03 19:51
DistorteD,華蝶風雪,ASIAN MIXTURE,白虎,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,FAILED,---,10,0,0,0,---,NO PLAY,---,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
DistorteD,虹色,LOVELY TRANS POP,DJ YOSHITAKA feat. G.S.C license,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,9,1146,450,246,39,CLEAR,B,0,0,0,0,---,NO PLAY,---,2024-03-16 15:59
GOLD,CaptivAte～誓い～,NOSTALISH REQUIEM,A/I,1,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,1381,463,455,20,CLEAR,A,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-05-10 20:35
GOLD,CROSSROAD ～Left Story～,DRAMATIC EURO TRANCE,jun with TAHIRIH,2,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,10,1730,750,230,45,CLEAR,AA,0,0,0,0,---,NO PLAY,---,2024-04-13 19:29
GOLD,Cyber Force,CYBORG TRANCE,Sota Fujimori feat.cyborg AKEMI,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,1148,428,292,38,CLEAR,B,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-01-20 16:12
GOLD,FIRE FIRE,BUCHIAGE TRANCE,StripE,3,3,0,0,0,---,CLEAR,---,7,0,0,0,---,CLEAR,---,10,1259,497,265,35,CLEAR,A,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-05-18 20:17
GOLD,GOLD RUSH,RECKLESS RAVE,DJ YOSHITAKA-G feat.Michael a la mode,1,3,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,1030,401,228,49,CLEAR,A,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-06-30 15:41
GOLD,heaven above,FILTER HOUSE,kors k,2,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,1223,491,241,22,CLEAR,B,0,0,0,0,---,NO PLAY,---,2024-08-01 20:43
GOLD,High School Love,HIGH SPEED LOVE SONG,DJ YOSHITAKA feat.DWP,0,2,0,0,0,---,CLEAR,---,4,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
GOLD,KAMAITACHI,FREEFORM HARDCORE,DJ TECHNORCH fw. GUHROOVY,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,CLEAR,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,2023-10-20 13:13
GOLD,never…,DANCE POP,Kanako Hoshino with dj TAKA,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
GOLD,With your Smile,J-HOUSE,Shoichiro Hirata plus Junko Hirata,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,CLEAR,---,6,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
GOLD,ヨシダさん,TECHNO,AKIRA YAMAOKA,2,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,1537,634,269,7,CLEAR,AA,0,0,0,0,---,NO PLAY,---,2024-07-17 20:33
GOLD,リグレット,EURO TRANCE,星野奏子,2,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,8,1269,514,241,9,CLEAR,A,10,1838,774,290,25,CLEAR,A,0,0,0,0,---,NO PLAY,---,2024-06-27 20:10
GOLD,星をこの手に,J-POP,DJ YOSHITAKA feat.星野奏子,2,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,1333,546,241,30,CLEAR,A,10,1374,547,280,57,CLEAR,B,0,0,0,0,---,NO PLAY,---,2024-08-13 12:47
GOLD,電人、暁に斃れる。,NU-NRG,L.E.D.-G,0,3,0,0,0,---,CLEAR,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
DJ TROOPERS,2 tribe 4 K,TRIBAL,Remo-con,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,CLEAR,---,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
DJ TROOPERS,avant-guerre,CLASSICAL PIANO SOLO,Osamu Kubota,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,CLEAR,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
DJ TROOPERS,beatonic nation,TECH-TRONIKA,Sota Fujimori,3,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,9,1595,655,285,34,CLEAR,A,0,0,0,0,---,NO PLAY,---,2024-07-11 19:31
DJ TROOPERS,Blue Rain,TRANCE,dj TAKA VS Ryu☆,0,2,0,0,0,---,NO PLAY,---,6,0,0,0,---,CLEAR,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,2023-10-20 13:13
DJ TROOPERS,Darling my LUV,J-R&B,DJ Yoshitaka feat.B-Agents,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
DJ TROOPERS,Dazzlin' Darlin,HANDZ UP,HHH,0,2,0,0,0,---,CLEAR,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
DJ TROOPERS,Digitank System,TECH-BREAKBEATS,DJ Mass MAD Izm*,1,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,1195,484,227,53,CLEAR,A,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-06-20 19:38
DJ TROOPERS,Freeway Shuffle,TRANCE,dj TAKA,0,2,0,0,0,---,NO PLAY,---,4,0,0,0,---,FAILED,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
DJ TROOPERS,ICARUS,NU-SKOOL BREAKBEATS HARDCORE,Eagle,1,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,891,316,259,171,FAILED,D,12,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,2024-07-03 21:38
DJ TROOPERS,in the Sky,HAPPY HARDCORE,Ryu☆,0,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,ASSIST CLEAR,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
DJ TROOPERS,LOVELY STORM,HAPPY HARDCORE,L.E.D.-G,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,CLEAR,---,9,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
DJ TROOPERS,PROMISE FOR LIFE,BALLAD,ＴЁЯＲＡ WORKS,0,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
DJ TROOPERS,Rising in the Sun(original mix),UK HARDCORE,kors k feat.Rie,3,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,1279,527,225,17,CLEAR,A,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-08-13 14:23
DJ TROOPERS,Ristaccia,OUVERTURE,Zektbach,2,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,1192,422,348,65,CLEAR,B,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-07-08 20:43
DJ TROOPERS,satfinal,RAVE,RAM,2,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,1209,483,243,35,CLEAR,B,0,0,0,0,---,NO PLAY,---,2024-03-16 15:56
DJ TROOPERS,State Of The Art,TECHNOTRONICA,Sota Fujimori feat. cyborg AKEMI,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
DJ TROOPERS,Wanna Party?,PIANO HOUSE,RAM,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,FAILED,---,7,0,0,0,---,FAILED,---,8,0,0,0,---,CLEAR,---,11,0,0,0,---,NO PLAY,---,2023-10-20 13:13
DJ TROOPERS,エコ爺,80's EURO,Y&Co.,1,2,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,1300,517,266,48,CLEAR,A,0,0,0,0,---,NO PLAY,---,2024-06-03 19:31
DJ TROOPERS,高高度降下低高度開傘,SYMPHONIC TECHNO,Dr.Honda,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,9,1224,458,308,42,CLEAR,B,0,0,0,0,---,NO PLAY,---,2024-06-02 16:12
EMPRESS,3y3s,DANCE SPEED,青龍,0,3,0,0,0,---,CLEAR,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
EMPRESS,ALL I NEED YOUR LOVE,HARD CORE,GUHROOVY fw. M-Project,5,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,1527,603,321,23,CLEAR,A,0,0,0,0,---,NO PLAY,---,2024-08-02 21:15
EMPRESS,Bahram Attack-猫叉Master Remix-,HOUSE,猫叉Master feat.JUNE,1,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,FAILED,---,9,1308,518,272,32,CLEAR,B,10,0,0,0,---,NO PLAY,---,11,0,0,0,---,NO PLAY,---,2023-12-14 20:33
EMPRESS,Cyber Force -DJ Yoshitaka Remix-,BUCHIAGE TRANCE,Remixed by DJ YOSHITAKA,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,1228,471,286,34,CLEAR,B,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-12-10 14:06
EMPRESS,HYPERION,MORNING FULL ON,L.E.D.,1,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,1295,495,305,44,CLEAR,B,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-06-06 21:02
EMPRESS,Mind Mapping,ELECTRO-TECH,Ryu☆,3,3,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,1321,508,305,12,CLEAR,A,10,0,0,0,---,NO PLAY,---,2024-08-02 20:28
EMPRESS,Monkey Dance '09,EUROBEAT,Y&Co. Feat. DOMINO,1,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,1582,627,328,34,CLEAR,A,0,0,0,0,---,NO PLAY,---,2024-06-30 13:58
EMPRESS,naughty girl@Queen's Palace,TECH-BREAKBEATS,DJ Mass MAD Izm*,3,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,1109,409,291,42,CLEAR,B,11,0,0,0,---,NO PLAY,---,11,0,0,0,---,NO PLAY,---,2024-07-08 20:12
EMPRESS,neogenesis,ENERGETIC TRANCE,DM Ashura,2,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,1192,469,254,19,CLEAR,A,0,0,0,0,---,NO PLAY,---,2023-12-21 20:34
EMPRESS,Programmed World,PSY TRANCE(FULL ON),kors k as StripE,3,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,1335,545,245,10,CLEAR,A,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-07-29 20:42
EMPRESS,Secrets,TECH-PARA,good-cool ft. CHiCO,1,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,1524,589,346,63,CLEAR,B,11,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,2024-05-18 20:11
EMPRESS,smooooch・∀・,CANDY RAVE,kors k,10,2,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,1326,560,206,14,CLEAR,AA,10,1673,715,243,41,CLEAR,A,0,0,0,0,---,NO PLAY,---,2024-08-08 20:01
EMPRESS,THE SHINING POLARIS(kors k mix),UK HARD CORE,Remixed by kors k,1,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,1405,542,321,28,CLEAR,B,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-07-08 20:00
EMPRESS,thunder HOUSE NATION Remix,HOUSE,Remix by Sunset In Ibiza (SII),8,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,1672,641,390,32,CLEAR,A,12,0,0,0,---,NO PLAY,---,2024-08-02 20:26
EMPRESS,Turii ～Panta rhei～,ELEMENTAL CHANT,Zektbach,1,2,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,9,1405,538,329,27,CLEAR,A,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-06-23 14:17
EMPRESS,V2,PROGRESSIVE,TAKA,0,3,0,0,0,---,CLEAR,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
EMPRESS,まほろば,J-DANCE POP,HHH+H,2,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,CLEAR,---,9,1288,477,334,36,CLEAR,B,0,0,0,0,---,NO PLAY,---,2024-05-26 16:14
EMPRESS,ハリツヤランデヴー,HOU-ROCK,Des-MASTERS,2,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,1717,668,381,33,CLEAR,A,0,0,0,0,---,NO PLAY,---,2024-05-26 16:48
EMPRESS,凛として咲く花の如く,撫子ロック,紅色リトマス,2,2,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,1702,674,354,25,CLEAR,AA,10,0,0,0,---,NO PLAY,---,11,0,0,0,---,NO PLAY,---,2024-03-03 14:29
EMPRESS,翼,J-TRANCE,小林ゆう,2,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,CLEAR,---,9,1539,642,255,7,CLEAR,AA,10,1514,589,336,82,CLEAR,B,2024-06-06 20:37
EMPRESS,鉄甲乙女-under the steel-,IRON CONCERTO,Seiya Murai,1,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,1542,627,288,38,CLEAR,A,0,0,0,0,---,NO PLAY,---,2024-07-29 20:19
SIRIUS,bass 2 bass,BUBBLEGUM DANCE,Ryu☆,0,1,0,0,0,---,NO PLAY,---,4,0,0,0,---,CLEAR,---,7,0,0,0,---,CLEAR,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
SIRIUS,beatchic☆仮面～好き、でいさせて～,E-DANCE POP,上野圭市(transforming into Masao Lovely)feat.星野奏子,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,CLEAR,---,8,0,0,0,---,CLEAR,---,9,1384,546,292,39,CLEAR,A,0,0,0,0,---,NO PLAY,---,2024-02-01 16:41
SIRIUS,being torn the sky,ELECTRO POP,猫叉Master+ feat.JUNE,1,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,CLEAR,---,10,1422,578,266,47,CLEAR,A,0,0,0,0,---,NO PLAY,---,2024-03-03 14:04
SIRIUS,Dazzlin' Darlin-秋葉工房mix-,EUROBEAT,Remixed by DJ Command,4,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,1499,606,287,28,CLEAR,A,0,0,0,0,---,NO PLAY,---,2024-06-09 16:46
SIRIUS,DESIRE,UK HARDCORE,M-Project fw. GUHROOVY,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,CLEAR,---,9,1163,435,293,34,CLEAR,B,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-03-16 15:51
SIRIUS,DROP,WHITE SEQUENCE,dj TAKA feat.Kanako Hoshino,5,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,FAILED,---,9,1332,504,324,19,CLEAR,B,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-07-13 15:42
SIRIUS,Empire State Glory,CYBERPUNK,Dirty Androids,1,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,1227,485,257,19,CLEAR,B,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-06-15 07:44
SIRIUS,Evans,HARD RENAISSANCE,DJ YOSHITAKA,0,3,0,0,0,---,CLEAR,---,6,0,0,0,---,NO PLAY,---,11,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
SIRIUS,EXUSIA,HARDCORE,L.E.D.-G,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,CLEAR,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
SIRIUS,GALGALIM,HARDCORE TECHNO,L.E.D.,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,ASSIST CLEAR,---,10,0,0,0,---,NO PLAY,---,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
SIRIUS,Last Burning,ELECTRO,Dirty Androids,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,1376,520,336,72,CLEAR,B,0,0,0,0,---,NO PLAY,---,2024-02-17 16:53
SIRIUS,Light Shine,BUBBLEGUM DANCE,Ryu☆,2,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,1535,669,197,46,CLEAR,A,0,0,0,0,---,NO PLAY,---,2024-07-04 19:55
SIRIUS,MIRACLE MEETS,BUCHIAGE TRANCE,Lucky Vacuum,2,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,1317,568,181,15,CLEAR,AA,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-08-13 13:22
SIRIUS,Programmed Sun,PSY TRANCE(MORNING),kors k,2,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,1322,520,282,12,CLEAR,A,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-06-27 21:03
SIRIUS,Red. by Full Metal Jacket,TECH-BREAKBEATS,DJ Mass MAD Izm*,2,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,1335,500,335,97,CLEAR,B,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-06-30 15:24
SIRIUS,Roots of my way!,ACTRESS,ナイア,1,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,1530,638,254,34,CLEAR,A,0,0,0,0,---,NO PLAY,---,2024-05-10 20:07
SIRIUS,She is my wife,ONLY ONE BALLAD,SUPER STAR 満-MITSURU-,12,3,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,1119,458,203,20,CLEAR,A,10,1235,473,289,44,CLEAR,B,0,0,0,0,---,NO PLAY,---,2024-08-02 21:24
SIRIUS,Special One,J-HOUSE,kors k feat. Suzuyo Miyamoto,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,1110,426,258,40,CLEAR,B,0,0,0,0,---,NO PLAY,---,2024-06-02 16:35
SIRIUS,The Story Begins,EPIC TRANCE,SADA & Sota,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
SIRIUS,たからもの,POPS,セリカ＆エリカ,1,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,9,1885,829,227,17,CLEAR,AA,0,0,0,0,---,NO PLAY,---,2024-06-02 16:33
SIRIUS,コスモス,J-POP,TSU-NA,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,9,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
SIRIUS,サヨナラ・ヘヴン,WORLD/ELECTRONICA,猫叉Master,1,2,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,8,1225,450,325,38,CLEAR,A,0,0,0,0,---,NO PLAY,---,2024-06-30 15:27
SIRIUS,未来のプリズム,STARPOP,星野奏子,1,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,1425,618,189,13,CLEAR,AA,0,0,0,0,---,NO PLAY,---,2024-07-04 19:27
Resort Anthem,ALBIDA,HARD RENAISSANCE,DJ YOSHITAKA,0,3,0,0,0,---,CLEAR,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
Resort Anthem,Answer,STARPOP,星野奏子,1,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,CLEAR,---,7,0,0,0,---,NO PLAY,---,10,1640,659,322,47,CLEAR,A,0,0,0,0,---,NO PLAY,---,2024-03-08 20:12
Resort Anthem,BLUST OF WIND,CROSSOVER HOUSE,Anemo=Aspel by MLREC.,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,10,1387,529,329,39,CLEAR,B,0,0,0,0,---,NO PLAY,---,2023-12-24 19:52
Resort Anthem,Bounce Bounce Bounce,DANCEHALL,kors k feat.Kanata Okajima＆楽天斎,2,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,1176,430,316,52,CLEAR,B,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-03-08 21:44
Resort Anthem,Breaking the ground,HARDCORE,Art of Fighters,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
Resort Anthem,Broken,TRANCE,dj TAKA feat.AiMEE,2,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,1659,712,235,7,CLEAR,AA,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-08-08 19:41
Resort Anthem,DAYDREAMER,GIRLY ROCK,ピンクターボ,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
Resort Anthem,DM STAR～関西 energy style～,SPEED RAVE,NAOKI,1,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,10,1409,536,337,70,CLEAR,B,0,0,0,0,---,NO PLAY,---,2024-03-08 20:44
Resort Anthem,Energy Drive,HARDCORE,kevin energy,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
Resort Anthem,Everlasting Resort,ONLY ONE ANTHEM,SUPER STAR 満-MITSURU-,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,FAILED,---,7,0,0,0,---,CLEAR,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
